codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,salario_mediano,salario_medio,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
2617,"Locutores, comentaristas e repórteres de mídias audiovisuais",2617-locutores-comentaristas-e-reporteres-de-midias-audiovisuais,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,2000.0,2542.05,2911,3157,-246,4,9,83
2618,Fotógrafos profissionais,2618-fotografos-profissionais,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,1630.0,1944.34,2490,2561,-71,4,10,93
2619,Assistentes de direção (tv) e continuístas,2619-assistentes-de-direcao-tv-e-continuistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,1535.0,3930.88,66,50,16,2,7,70
2621,Produtores artísticos e culturais,2621-produtores-artisticos-e-culturais,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,2600.0,3324.55,3227,2651,576,7,7,81
2622,Diretores de espetáculos e afins,2622-diretores-de-espetaculos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,5000.0,9627.73,275,332,-57,7,11,88
2623,Cenógrafos,2623-cenografos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,4341.13,5613.56,762,784,-22,6,10,80
2624,"Artistas visuais,desenhistas industriais e conservadores-restauradores de bens culturais",2624-artistas-visuais-desenhistas-industriais-e-conservadores-restauradores-de-bens-culturais,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,2600.0,3736.42,20944,20238,706,5,10,111
2625,Atores,2625-atores,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,2700.0,5603.55,150,160,-10,1,6,47
2626,"Músicos compositores, arranjadores, regentes e musicólogos",2626-musicos-compositores-arranjadores-regentes-e-musicologos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,1885.26,2817.32,415,354,61,4,11,115
2627,Músicos intérpretes,2627-musicos-interpretes,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,1600.0,2694.47,874,904,-30,2,7,65
2628,Artistas da dança (exceto dança tradicional e popular),2628-artistas-da-danca-exceto-danca-tradicional-e-popular,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,1804.0,2562.07,2013,1693,320,6,8,95
2629,Designer de interiores de nível superior,2629-designer-de-interiores-de-nivel-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,2606.0,3560.51,185,195,-10,1,10,95
2631,"Ministros de culto, missionários, teólogos e profissionais assemelhados",2631-ministros-de-culto-missionarios-teologos-e-profissionais-assemelhados,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",263,MEMBROS DE CULTOS RELIGIOSOS E AFINS,2734.0,3154.45,723,703,20,3,10,149
2711,Chefes de cozinha e afins,2711-chefes-de-cozinha-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,27,PROFISSIONAIS EM GASTRONOMIA,271,PROFISSIONAIS EM GASTRONOMIA E SERVIÇOS DE ALIMENTAÇÃO,2500.0,2837.72,12154,15723,-3569,2,8,75
3001,Técnicos em mecatrônica,3001-tecnicos-em-mecatronica,3,TÉCNICOS DE NIVEL MÉDIO,30,TÉCNICOS POLIVALENTES,300,TÉCNICOS MECATRÔNICOS E ELETROMECÂNICOS,3000.0,3368.52,4114,3265,849,2,8,65
3003,Técnicos em eletromecânica,3003-tecnicos-em-eletromecanica,3,TÉCNICOS DE NIVEL MÉDIO,30,TÉCNICOS POLIVALENTES,300,TÉCNICOS MECATRÔNICOS E ELETROMECÂNICOS,3000.0,3082.36,9296,7898,1398,1,8,64
3011,Técnicos de laboratório industrial,3011-tecnicos-de-laboratorio-industrial,3,TÉCNICOS DE NIVEL MÉDIO,30,TÉCNICOS POLIVALENTES,301,TÉCNICOS EM LABORATÓRIO,2420.0,2788.04,15020,14566,454,3,9,77
3012,Técnicos de apoio à bioengenharia,3012-tecnicos-de-apoio-a-bioengenharia,3,TÉCNICOS DE NIVEL MÉDIO,30,TÉCNICOS POLIVALENTES,301,TÉCNICOS EM LABORATÓRIO,3162.2,3799.69,97,79,18,1,8,64
3111,Técnicos químicos,3111-tecnicos-quimicos,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,2700.0,3061.22,7572,7577,-5,3,11,70
3112,"Técnicos de produção de indústrias químicas, petroquímicas, refino de petróleo, gás e afins",3112-tecnicos-de-producao-de-industrias-quimicas-petroquimicas-refino-de-petroleo-gas-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,2400.0,3378.97,182,101,81,1,7,80
3113,"Técnicos em materiais, produtos cerâmicos e vidros",3113-tecnicos-em-materiais-produtos-ceramicos-e-vidros,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,3173.0,3390.88,214,248,-34,1,11,86
3114,Técnicos em fabricação de produtos plásticos e de borracha,3114-tecnicos-em-fabricacao-de-produtos-plasticos-e-de-borracha,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,2134.44,2393.17,2523,2646,-123,2,10,112
3115,"Técnicos em controle ambiental, utilidades e tratamento de efluentes",3115-tecnicos-em-controle-ambiental-utilidades-e-tratamento-de-efluentes,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,2800.0,3230.25,5436,4924,512,4,8,66
3116,Técnicos têxteis,3116-tecnicos-texteis,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,2500.0,3312.95,324,412,-88,5,7,64
3117,Coloristas,3117-coloristas,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,1618.0,1971.39,7514,7134,380,5,8,50
3121,Técnicos em construção civil (edificações),3121-tecnicos-em-construcao-civil-edificacoes,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",312,"TÉCNICOS EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRAESTRUTURA",3000.0,3408.81,29746,26943,2803,1,12,113
3122,Técnicos em construção civil (obras de infraestrutura),3122-tecnicos-em-construcao-civil-obras-de-infraestrutura,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",312,"TÉCNICOS EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRAESTRUTURA",2357.0,3073.85,4199,3604,595,2,13,130
3123,Técnicos em geomática,3123-tecnicos-em-geomatica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",312,"TÉCNICOS EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRAESTRUTURA",2369.01,2895.28,14714,14742,-28,4,7,76
3131,Técnicos em eletricidade e eletrotécnica,3131-tecnicos-em-eletricidade-e-eletrotecnica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",313,TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA,3000.0,3361.62,35407,34617,790,6,12,117
3132,Técnicos em eletrônica,3132-tecnicos-em-eletronica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",313,TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA,2120.0,2461.72,42343,41519,824,4,11,68
3133,Técnicos em telecomunicações,3133-tecnicos-em-telecomunicacoes,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",313,TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA,1800.0,2071.2,24116,24273,-157,4,10,79
3134,Técnicos em calibração e instrumentação,3134-tecnicos-em-calibracao-e-instrumentacao,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",313,TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA,3846.5,4088.62,6697,6679,18,3,9,53
3135,Técnicos em fotônica,3135-tecnicos-em-fotonica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",313,TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA,1969.07,2005.11,4430,4283,147,1,13,92
3141,"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos",3141-tecnicos-mecanicos-na-fabricacao-e-montagem-de-maquinas-sistemas-e-instrumentos,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,2270.0,2835.23,28500,25517,2983,5,11,75
3142,Técnicos mecânicos (ferramentas),3142-tecnicos-mecanicos-ferramentas,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,3500.0,3826.27,1303,1384,-81,2,9,80
3143,Técnicos em mecânica veicular,3143-tecnicos-em-mecanica-veicular,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,2438.58,3302.05,2974,2790,184,3,9,99
3144,"Técnicos mecânicos na manutenção de máquinas, sistemas e instrumentos",3144-tecnicos-mecanicos-na-manutencao-de-maquinas-sistemas-e-instrumentos,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,2819.52,3220.29,13779,13571,208,2,10,74
3146,Técnicos em metalurgia (estruturas metálicas),3146-tecnicos-em-metalurgia-estruturas-metalicas,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,3592.35,4239.14,1560,1364,196,4,6,94
3147,Técnicos em siderurgia,3147-tecnicos-em-siderurgia,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,2608.14,3716.57,398,421,-23,6,9,61
3148,Especialistas em inspeções industriais,3148-especialistas-em-inspecoes-industriais,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,5925.0,5874.85,4246,3777,469,8,9,99
3161,Técnicos em geologia,3161-tecnicos-em-geologia,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",316,TÉCNICOS EM MINERALOGIA E GEOLOGIA,2241.43,3105.18,692,587,105,4,9,76
3163,Técnicos em mineração,3163-tecnicos-em-mineracao,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",316,TÉCNICOS EM MINERALOGIA E GEOLOGIA,4000.0,4226.17,1522,1527,-5,8,9,113
3171,Técnicos de desenvolvimento de sistemas e aplicações,3171-tecnicos-de-desenvolvimento-de-sistemas-e-aplicacoes,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",317,TÉCNICOS EM INFORMÁTICA,3900.0,5355.91,36085,33413,2672,4,7,63
3172,Técnicos de suporte e monitoração ao usuário de tecnologia da informação.,3172-tecnicos-de-suporte-e-monitoracao-ao-usuario-de-tecnologia-da-informacao,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",317,TÉCNICOS EM INFORMÁTICA,2007.68,2259.62,49427,41968,7459,2,7,68
3180,"Desenhistas técnicos, em geral",3180-desenhistas-tecnicos-em-geral,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,2500.0,2949.65,3689,3505,184,3,6,35
3181,Desenhistas técnicos da construção civil e arquitetura,3181-desenhistas-tecnicos-da-construcao-civil-e-arquitetura,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,2500.0,2863.59,2359,2261,98,4,8,52
3182,Desenhistas técnicos da mecânica,3182-desenhistas-tecnicos-da-mecanica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,2600.0,3115.66,1417,1471,-54,3,6,52
3183,"Desenhistas técnicos em eletricidade, eletrônica, eletromecânica, calefação, ventilação e refrigeração",3183-desenhistas-tecnicos-em-eletricidade-eletronica-eletromecanica-calefacao-ventilacao-e-refrigeracao,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,2700.0,3049.93,215,220,-5,2,8,63
3184,Desenhistas técnicos de produtos e serviços diversos,3184-desenhistas-tecnicos-de-produtos-e-servicos-diversos,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,2013.0,2415.34,3197,3548,-351,6,6,44
3185,Desenhistas projetistas de construção civil e arquitetura,3185-desenhistas-projetistas-de-construcao-civil-e-arquitetura,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,2700.0,3252.03,9076,8566,510,2,8,61
3186,Desenhistas projetistas da mecânica,3186-desenhistas-projetistas-da-mecanica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,4200.0,4686.32,5718,5743,-25,2,10,94
3187,Desenhistas projetistas da eletrônica,3187-desenhistas-projetistas-da-eletronica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,3230.38,3874.74,1829,2080,-251,2,10,77
3188,Desenhistas projetistas e modelistas de produtos e serviços diversos,3188-desenhistas-projetistas-e-modelistas-de-produtos-e-servicos-diversos,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,2200.0,2728.92,6666,7069,-403,3,6,51
3191,Técnicos do vestuário,3191-tecnicos-do-vestuario,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",319,"OUTROS TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",2500.0,2855.96,274,299,-25,2,8,54
3192,Técnicos do mobiliário e afins,3192-tecnicos-do-mobiliario-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",319,"OUTROS TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",2116.12,2290.56,436,482,-46,1,9,77
3201,Técnicos em biologia,3201-tecnicos-em-biologia,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",320,TÉCNICOS EM BIOLOGIA,2431.0,2731.03,277,230,47,2,9,83
3211,Técnicos agrícolas,3211-tecnicos-agricolas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",321,TÉCNICOS DA PRODUÇÃO AGROPECUÁRIA,2979.0,3343.53,9945,10389,-444,2,11,141
3212,Técnicos florestais,3212-tecnicos-florestais,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",321,TÉCNICOS DA PRODUÇÃO AGROPECUÁRIA,2300.0,2981.79,2676,2702,-26,2,13,119
3213,Técnicos em aqüicultura,3213-tecnicos-em-aquicultura,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",321,TÉCNICOS DA PRODUÇÃO AGROPECUÁRIA,1800.0,2057.48,178,182,-4,4,10,105
3221,Tecnólogos e técnicos em terapias complementares e estéticas,3221-tecnologos-e-tecnicos-em-terapias-complementares-e-esteticas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",322,TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,2039.0,2166.24,10358,10792,-434,8,9,159
3222,Técnicos e auxiliares de enfermagem,3222-tecnicos-e-auxiliares-de-enfermagem,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",322,TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,2285.02,2442.19,269854,226731,43123,11,13,178
3223,Técnicos em óptica e optometria,3223-tecnicos-em-optica-e-optometria,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",322,TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,1993.32,2210.34,1210,1187,23,1,10,80
3224,Técnicos de odontologia,3224-tecnicos-de-odontologia,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",322,TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,1688.0,1812.04,36963,36432,531,6,9,135
3225,Técnicos em próteses ortopédicas,3225-tecnicos-em-proteses-ortopedicas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",322,TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,2246.65,2702.52,259,239,20,1,7,56
3226,Técnicos de imobilizações ortopédicas,3226-tecnicos-de-imobilizacoes-ortopedicas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",322,TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,2111.37,2189.23,952,754,198,1,8,80
3231,Técnicos em pecuária,3231-tecnicos-em-pecuaria,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",323,TÉCNICOS DA CIÊNCIA DA SAÚDE ANIMAL,1745.67,2595.53,451,426,25,1,10,113
3241,Tecnólogos e técnicos em métodos de diagnósticos e terapêutica,3241-tecnologos-e-tecnicos-em-metodos-de-diagnosticos-e-terapeutica,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",324,TÉCNICOS EM OPERAÇÃO DE EQUIPAMENTOS E INSTRUMENTOS DE DIAGNÓSTICO,2660.16,2673.52,9389,9129,260,8,10,167
3242,Técnicos de laboratórios de saúde e bancos de sangue,3242-tecnicos-de-laboratorios-de-saude-e-bancos-de-sangue,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",324,TÉCNICOS EM OPERAÇÃO DE EQUIPAMENTOS E INSTRUMENTOS DE DIAGNÓSTICO,1879.25,2068.85,19978,17721,2257,3,8,99
3250,"Enólogos, perfumistas e aromistas",3250-enologos-perfumistas-e-aromistas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",325,TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA,1643.23,1924.77,2338,2165,173,3,9,80
3251,Técnico em farmácia e em manipulação farmacêutica,3251-tecnico-em-farmacia-e-em-manipulacao-farmaceutica,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",325,TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA,1927.02,2130.4,10942,9958,984,3,9,82
3252,"Técnicos em produção, conservação  e de qualidade de alimentos",3252-tecnicos-em-producao-conservacao-e-de-qualidade-de-alimentos,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",325,TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA,2416.27,2570.98,7438,6967,471,2,10,122
3253,Técnicos de apoio à biotecnologia,3253-tecnicos-de-apoio-a-biotecnologia,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",325,TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA,3389.8,3926.31,164,155,9,2,7,54
3281,Técnicos em necrópsia e taxidermistas,3281-tecnicos-em-necropsia-e-taxidermistas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",328,TÉCNICOS EM NECRÓPSIA E TAXIDERMISTAS,2260.73,2536.05,94,73,21,2,11,116
