codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,salario_mediano,salario_medio,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
3311,Professores de nível médio na educação infantil,3311-professores-de-nivel-medio-na-educacao-infantil,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,331,"PROFESSORES DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL, NO ENSINO FUNDAMENTAL E NO PROFISSIONALIZANTE",1742.65,1862.62,119843,105839,14004,2,10,121
3312,Professores de nível médio no ensino fundamental,3312-professores-de-nivel-medio-no-ensino-fundamental,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,331,"PROFESSORES DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL, NO ENSINO FUNDAMENTAL E NO PROFISSIONALIZANTE",2346.19,2802.99,21077,22955,-1878,1,8,99
3313,Professores de nível médio no ensino profissionalizante,3313-professores-de-nivel-medio-no-ensino-profissionalizante,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,331,"PROFESSORES DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL, NO ENSINO FUNDAMENTAL E NO PROFISSIONALIZANTE",3692.28,4179.9,2333,1820,513,1,11,109
3321,Professores leigos no ensino fundamental,3321-professores-leigos-no-ensino-fundamental,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,332,PROFESSORES LEIGOS NO ENSINO FUNDAMENTAL E NO  PROFISSIONALIZANTE,1800.0,2093.59,2904,2118,786,1,10,96
3322,Professores práticos no ensino profissionalizante,3322-professores-praticos-no-ensino-profissionalizante,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,332,PROFESSORES LEIGOS NO ENSINO FUNDAMENTAL E NO  PROFISSIONALIZANTE,2580.0,2766.04,1575,1496,79,1,9,108
3331,Instrutores e professores de cursos livres,3331-instrutores-e-professores-de-cursos-livres,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,333,INSTRUTORES E PROFESSORES DE ESCOLAS LIVRES,2000.0,2148.62,42121,47023,-4902,3,8,68
3341,Inspetores de alunos e afins,3341-inspetores-de-alunos-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,334,INSPETORES DE ALUNOS E AFINS,1558.04,1667.55,67719,57335,10384,3,8,102
3411,"Pilotos de aviação comercial, mecânicos de vôo e afins",3411-pilotos-de-aviacao-comercial-mecanicos-de-voo-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,341,"TÉCNICOS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",3826.99,5078.76,1313,1196,117,4,9,108
3412,"Técnicos marítimos, fluviários e pescadores de convés",3412-tecnicos-maritimos-fluviarios-e-pescadores-de-conves,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,341,"TÉCNICOS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",2591.72,2994.97,2298,2431,-133,10,12,115
3413,Técnicos marítimos e fluviários de máquinas,3413-tecnicos-maritimos-e-fluviarios-de-maquinas,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,341,"TÉCNICOS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",2332.24,2828.34,1487,1492,-5,5,9,105
3421,Especialistas em logística de transportes,3421-especialistas-em-logistica-de-transportes,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),2343.0,2847.41,48163,47608,555,5,9,89
3422,Despachantes aduaneiros,3422-despachantes-aduaneiros,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),1956.94,2678.78,1690,1577,113,3,7,86
3423,Técnicos em transportes rodoviários,3423-tecnicos-em-transportes-rodoviarios,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),2500.0,3006.8,13891,18345,-4454,3,8,78
3424,Técnicos em transportes metroferroviários,3424-tecnicos-em-transportes-metroferroviarios,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),1885.0,2114.33,2576,2482,94,2,10,98
3425,Técnicos em transportes aéreos,3425-tecnicos-em-transportes-aereos,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),1795.53,1890.55,11470,9811,1659,10,13,171
3426,Técnicos em transportes por vias navegáveis e operações portuárias,3426-tecnicos-em-transportes-por-vias-navegaveis-e-operacoes-portuarias,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),3051.29,4450.33,1000,1018,-18,2,7,54
3511,Técnicos em contabilidade,3511-tecnicos-em-contabilidade,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,3600.0,4439.72,3164,3775,-611,3,12,108
3513,Técnicos em administração,3513-tecnicos-em-administracao,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,2300.0,2836.96,13959,11685,2274,3,8,102
3514,Serventuários da justiça e afins,3514-serventuarios-da-justica-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,2083.4,2669.84,28169,26967,1202,8,10,148
3515,"Técnicos em secretariado, taquígrafos e estenotipistas",3515-tecnicos-em-secretariado-taquigrafos-e-estenotipistas,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,2018.18,2308.45,15382,15800,-418,3,8,82
3516,Técnicos em segurança do trabalho,3516-tecnicos-em-seguranca-do-trabalho,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,3600.0,3744.41,77509,74586,2923,2,10,105
3517,Técnicos de seguros e afins,3517-tecnicos-de-seguros-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,2200.0,2863.93,15272,14876,396,8,8,75
3518,Agentes de investigação e identificação,3518-agentes-de-investigacao-e-identificacao,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,5000.0,7738.19,13,14,-1,3,11,89
3519,Técnicos da inteligência,3519-tecnicos-da-inteligencia,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,1858.68,3392.36,234,163,71,2,4,31
3522,Agentes da saúde e do meio ambiente,3522-agentes-da-saude-e-do-meio-ambiente,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,352,"TÉCNICOS DE INSPEÇÃO, FISCALIZAÇÃO E COORDENAÇÃO ADMINISTRATIVA",2799.82,3486.58,9408,8666,742,2,8,117
3523,Agentes  fiscais metrológicos e de qualidade,3523-agentes-fiscais-metrologicos-e-de-qualidade,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,352,"TÉCNICOS DE INSPEÇÃO, FISCALIZAÇÃO E COORDENAÇÃO ADMINISTRATIVA",2500.0,3137.26,3565,3589,-24,4,8,92
3524,Profissionais de direitos autorais e de avaliacão de produtos dos meios de comunicação,3524-profissionais-de-direitos-autorais-e-de-avaliacao-de-produtos-dos-meios-de-comunicacao,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,352,"TÉCNICOS DE INSPEÇÃO, FISCALIZAÇÃO E COORDENAÇÃO ADMINISTRATIVA",2100.0,2925.92,246,199,47,3,8,62
3532,Técnicos em operações e serviços bancários,3532-tecnicos-em-operacoes-e-servicos-bancarios,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,353,TÉCNICOS DE NÍVEL MÉDIO EM OPERAÇÕES FINANCEIRAS,3197.22,4541.77,1044,1923,-879,7,8,104
3541,Especialistas em promoção de produtos e vendas,3541-especialistas-em-promocao-de-produtos-e-vendas,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,1928.0,2392.02,313430,299588,13842,7,8,116
3542,Compradores,3542-compradores,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,3715.06,4459.84,30554,33417,-2863,2,8,78
3543,Analistas de comércio exterior,3543-analistas-de-comercio-exterior,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,4500.0,4910.15,6688,6833,-145,1,7,52
3544,Leiloeiros e avaliadores,3544-leiloeiros-e-avaliadores,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,2130.0,2415.94,1764,1577,187,3,8,84
3545,Corretores de seguros,3545-corretores-de-seguros,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,1640.0,2072.23,886,767,119,1,8,66
3546,Corretores de imóveis e de grãos,3546-corretores-de-imoveis-e-de-graos,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,2000.0,2361.99,1910,2011,-101,2,10,86
3547,Representantes comerciais autônomos,3547-representantes-comerciais-autonomos,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,1993.32,2474.43,1989,1847,142,1,8,66
3548,Técnicos em serviços de turismo e organização de eventos,3548-tecnicos-em-servicos-de-turismo-e-organizacao-de-eventos,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,2035.0,2390.72,27226,22587,4639,5,12,102
3711,Técnicos em biblioteconomia,3711-tecnicos-em-biblioteconomia,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",371,TÉCNICOS DE SERVIÇOS CULTURAIS,1805.83,2058.78,1525,1379,146,2,8,128
3712,Técnicos em museologia e afins,3712-tecnicos-em-museologia-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",371,TÉCNICOS DE SERVIÇOS CULTURAIS,2739.42,2879.34,63,52,11,2,10,133
3713,Técnicos em artes gráficas,3713-tecnicos-em-artes-graficas,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",371,TÉCNICOS DE SERVIÇOS CULTURAIS,2000.0,2489.61,651,545,106,2,9,56
3714,Recreadores,3714-recreadores,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",371,TÉCNICOS DE SERVIÇOS CULTURAIS,1700.0,1757.04,31536,28744,2792,2,10,113
3721,Captadores de imagens em movimento,3721-captadores-de-imagens-em-movimento,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",372,"TÉCNICOS EM OPERAÇÃO DE CÂMARA FOTOGRÁFICA , CINEMA E DE TELEVISÃO",2000.0,2399.16,2345,2233,112,3,6,41
3722,Operadores de rede de teleprocessamento e afins,3722-operadores-de-rede-de-teleprocessamento-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",372,"TÉCNICOS EM OPERAÇÃO DE CÂMARA FOTOGRÁFICA , CINEMA E DE TELEVISÃO",1729.0,1576.53,6774,6931,-157,2,8,77
3731,Técnicos de operação de registros sonoro/audiovisuais,3731-tecnicos-de-operacao-de-registros-sonoro-audiovisuais,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",373,"TÉCNICOS EM OPERAÇÃO DE EMISSORAS DE RÁDIO, SISTEMAS DE TELEVISÃO E DE PRODUTORAS DE VÍDEO",2266.83,2617.88,4798,4456,342,5,9,101
3732,Supervisores operacionais e técnicos em mídias audiovisuais,3732-supervisores-operacionais-e-tecnicos-em-midias-audiovisuais,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",373,"TÉCNICOS EM OPERAÇÃO DE EMISSORAS DE RÁDIO, SISTEMAS DE TELEVISÃO E DE PRODUTORAS DE VÍDEO",3466.67,4671.24,772,1044,-272,3,5,60
3741,Técnicos em áudio,3741-tecnicos-em-audio,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",374,"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO",1906.0,2179.75,5074,4361,713,11,9,108
3742,Técnicos em cenografia,3742-tecnicos-em-cenografia,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",374,"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO",1941.0,2358.6,1131,837,294,3,6,75
3743,Técnicos em operação de aparelhos de projeção,3743-tecnicos-em-operacao-de-aparelhos-de-projecao,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",374,"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO",1864.85,2319.31,219,229,-10,2,7,56
3744,"Técnicos em montagem, edição e finalização de mídia audiovisual",3744-tecnicos-em-montagem-edicao-e-finalizacao-de-midia-audiovisual,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",374,"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO",2268.26,2764.11,6056,5515,541,5,8,95
3751,"Designers de interiores, de vitrines e visual merchandiser e afins (nível médio)",3751-designers-de-interiores-de-vitrines-e-visual-merchandiser-e-afins-nivel-medio,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",375,DECORADORES E VITRINISTAS,2000.0,2391.11,4793,5168,-375,6,8,131
3761,Dançarinos tradicionais e populares,3761-dancarinos-tradicionais-e-populares,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",376,ARTISTAS DE ARTES POPULARES E MODELOS,5500.0,4497.84,96,93,3,2,9,76
3762,Artistas de circo (circenses),3762-artistas-de-circo-circenses,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",376,ARTISTAS DE ARTES POPULARES E MODELOS,2100.0,2440.17,130,119,11,11,8,77
3763,"Apresentadores de eventos, programas e espetáculos",3763-apresentadores-de-eventos-programas-e-espetaculos,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",376,ARTISTAS DE ARTES POPULARES E MODELOS,2000.0,2452.53,1171,932,239,6,8,66
3764,Modelos,3764-modelos,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",376,ARTISTAS DE ARTES POPULARES E MODELOS,2058.0,2340.75,57,74,-17,3,9,78
3771,Atletas profissionais,3771-atletas-profissionais,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",377,"ATLETAS, DESPORTISTAS E AFINS",1650.0,9144.62,13810,13123,687,9,9,95
3772,Árbitros desportivos,3772-arbitros-desportivos,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",377,"ATLETAS, DESPORTISTAS E AFINS",3500.0,6589.22,115,117,-2,9,10,103
3911,"Planejadores, programadores e controladores de produção e manutenção",3911-planejadores-programadores-e-controladores-de-producao-e-manutencao,3,TÉCNICOS DE NIVEL MÉDIO,39,OUTROS TÉCNICOS DE NÍVEL MÉDIO,391,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS,2021.12,2931.59,80215,80219,-4,9,8,70
3912,Técnicos de controle da produção,3912-tecnicos-de-controle-da-producao,3,TÉCNICOS DE NIVEL MÉDIO,39,OUTROS TÉCNICOS DE NÍVEL MÉDIO,391,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS,2327.0,3035.32,92895,98972,-6077,6,7,41
3951,Técnicos de apoio em pesquisa e desenvolvimento,3951-tecnicos-de-apoio-em-pesquisa-e-desenvolvimento,3,TÉCNICOS DE NIVEL MÉDIO,39,OUTROS TÉCNICOS DE NÍVEL MÉDIO,395,TÉCNICOS DE APOIO EM PESQUISA E DESENVOLVIMENTO,3786.48,4828.38,5908,5751,157,2,7,75
4101,Supervisores administrativos,4101-supervisores-administrativos,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,410,SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público),3000.0,3949.24,84715,119760,-35045,1,8,86
4102,"Supervisores de serviços financeiros, de câmbio e de controle",4102-supervisores-de-servicos-financeiros-de-cambio-e-de-controle,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,410,SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público),3036.0,4228.11,28632,37916,-9284,8,11,137
4110,"Agentes, assistentes e auxiliares administrativos",4110-agentes-assistentes-e-auxiliares-administrativos,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,411,"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS",1800.0,1869.63,1731696,1578442,153254,11,10,136
4121,Operadores de equipamentos de entrada e transmissão de dados,4121-operadores-de-equipamentos-de-entrada-e-transmissao-de-dados,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,412,SECRETÁRIOS DE EXPEDIENTE E OPERADORES DE MÁQUINAS DE ESCRITÓRIOS,1742.08,1883.23,6652,7622,-970,4,7,66
4122,Contínuos,4122-continuos,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,412,SECRETÁRIOS DE EXPEDIENTE E OPERADORES DE MÁQUINAS DE ESCRITÓRIOS,1580.0,1625.65,43348,40654,2694,1,7,68
4131,Auxiliares de contabilidade,4131-auxiliares-de-contabilidade,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,413,ESCRITURÁRIOS CONTÁBEIS E DE FINANÇAS,2279.1,2509.22,123098,119079,4019,3,7,66
4132,Escriturários de serviços bancários,4132-escriturarios-de-servicos-bancarios,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,413,ESCRITURÁRIOS CONTÁBEIS E DE FINANÇAS,2284.87,2442.91,32433,28702,3731,6,10,109
4141,Almoxarifes e armazenistas,4141-almoxarifes-e-armazenistas,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,414,ESCRITURÁRIOS DE CONTROLE DE MATERIAIS E DE APOIO À PRODUÇÃO,1910.0,1910.33,1307942,1158872,149070,7,8,134
4142,Apontadores e conferentes,4142-apontadores-e-conferentes,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,414,ESCRITURÁRIOS DE CONTROLE DE MATERIAIS E DE APOIO À PRODUÇÃO,2042.96,2156.35,105942,127191,-21249,3,9,116
4151,"Auxiliares de serviços de documentação, informação e pesquisa",4151-auxiliares-de-servicos-de-documentacao-informacao-e-pesquisa,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,415,"AUXILIARES DE SERVIÇOS DE BIBLIOTECA, DOCUMENTAÇÃO E CORREIOS",1690.0,1860.12,7573,7704,-131,5,11,98
4152,"Trabalhadores nos serviços de classificação e entregas de correspondências, encomendas e publicações",4152-trabalhadores-nos-servicos-de-classificacao-e-entregas-de-correspondencias-encomendas-e-publicacoes,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,415,"AUXILIARES DE SERVIÇOS DE BIBLIOTECA, DOCUMENTAÇÃO E CORREIOS",1720.0,1829.69,4801,7115,-2314,3,10,106
4153,Trabalhadores em registros e informações em saúde,4153-trabalhadores-em-registros-e-informacoes-em-saude,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,415,"AUXILIARES DE SERVIÇOS DE BIBLIOTECA, DOCUMENTAÇÃO E CORREIOS",2791.8,3761.52,608,618,-10,2,10,99
4201,Supervisores de atendimento ao público e de pesquisa,4201-supervisores-de-atendimento-ao-publico-e-de-pesquisa,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,42,TRABALHADORES DE ATENDIMENTO AO PÚBLICO,420,SUPERVISORES DE ATENDIMENTO AO PÚBLICO,2500.0,3054.0,18451,33750,-15299,7,8,106
4211,Caixas e bilheteiros (exceto caixa de banco),4211-caixas-e-bilheteiros-exceto-caixa-de-banco,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,42,TRABALHADORES DE ATENDIMENTO AO PÚBLICO,421,"CAIXAS, BILHETEIROS E AFINS",1710.99,1762.91,811545,779613,31932,5,7,100
4212,Coletadores de apostas e de jogos,4212-coletadores-de-apostas-e-de-jogos,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,42,TRABALHADORES DE ATENDIMENTO AO PÚBLICO,421,"CAIXAS, BILHETEIROS E AFINS",1594.41,1622.61,8256,9142,-886,2,8,78
4213,Cobradores e afins,4213-cobradores-e-afins,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,42,TRABALHADORES DE ATENDIMENTO AO PÚBLICO,421,"CAIXAS, BILHETEIROS E AFINS",1600.0,1719.92,54582,57885,-3303,3,8,88
4221,Recepcionistas,4221-recepcionistas,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,42,TRABALHADORES DE ATENDIMENTO AO PÚBLICO,422,TRABALHADORES DE INFORMAÇÕES AO PÚBLICO,1699.23,1771.18,496205,439105,57100,6,11,132
4222,Operadores de telefonia,4222-operadores-de-telefonia,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,42,TRABALHADORES DE ATENDIMENTO AO PÚBLICO,422,TRABALHADORES DE INFORMAÇÕES AO PÚBLICO,1518.0,1663.56,33974,31046,2928,3,10,110
4223,Operadores de telemarketing e afins,4223-operadores-de-telemarketing-e-afins,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,42,TRABALHADORES DE ATENDIMENTO AO PÚBLICO,422,TRABALHADORES DE INFORMAÇÕES AO PÚBLICO,1518.0,1588.39,357903,357539,364,6,12,133
